,name,album,artist,release_date,length,popularity_,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,days_since,liveness_speechiness_feat,danceability_speechiness_feat,length_speechiness_feat,instrumentalness_time_signature_feat,length_tempo_feat,Unnamed: 0,artist_id,popularity_meta,followers,popularity_sum,popularity_count,popularity_sum_album,popularity_count_album,artist_avg_pop_other,album_avg_pop_other,imputed_album_avg_pop_other
3957,Llorar y Llorar - con Carin Leon,Llorar y Llorar (con Carin Leon),Mau y Ricky,2022-05-31,169705,82,0.62,0.5539999999999999,0.436,0.0,0.0891,-8.107999999999999,0.213,172.854,3,136,2.0,2.0,2.0,2.0,2.0,285.0,2wkoKEfS6dXwThbyTnZWFU,73.0,5792964.0,365,5,82,1,70.75,70.75,1
3959,Mal Acostumbrao - con Maria Becerra,Mal Acostumbrao (con Maria Becerra),Mau y Ricky,2021-09-02,190405,72,0.86,0.0616,0.516,0.0,0.0791,-5.518,0.145,98.005,4,407,2.0,2.0,2.0,2.0,2.0,285.0,2wkoKEfS6dXwThbyTnZWFU,73.0,5792964.0,365,5,72,1,73.25,73.25,1
3961,La Boca,Para Aventuras y Curiosidades,Mau y Ricky,2019-05-03,206279,71,0.618,0.0655,0.795,0.0,0.309,-1.8,0.113,185.901,4,1260,2.0,2.0,2.0,2.0,2.0,285.0,2wkoKEfS6dXwThbyTnZWFU,73.0,5792964.0,365,5,145,2,73.5,74.0,0
3962,Ya No Tiene Novio,Ya No Tiene Novio,Sebastian Yatra,2018-08-10,198933,70,0.632,0.048,0.8320000000000001,0.0,0.0705,-1.948,0.154,182.18400000000003,4,1526,1.0,2.0,2.0,2.0,2.0,135.0,07YUOmWljBTXwIseAUd9TW,81.0,20361732.0,619,9,70,1,68.625,68.625,1
3964,La Boca - Remix,La Boca (Remix),Mau y Ricky,2019-07-17,188467,66,0.691,0.236,0.773,0.0,0.329,-3.812,0.0355,92.992,4,1185,2.0,2.0,2.0,2.0,2.0,285.0,2wkoKEfS6dXwThbyTnZWFU,73.0,5792964.0,365,5,66,1,74.75,74.75,1
3965,Lonely Boy,El Camino,The Black Keys,2011-12-06,193653,74,0.35600000000000004,0.00417,0.872,0.00975,0.0997,-7.8370000000000015,0.068,166.3,4,3965,1.0,2.0,2.0,2.0,2.0,639.0,7mnBLXK823vNxN3UWB7Gfz,69.0,3764858.0,656,10,210,3,64.66666666666667,68.0,0
3966,Gold on the Ceiling,El Camino,The Black Keys,2011-12-06,224333,70,0.505,0.00772,0.833,7.900000000000001e-05,0.069,-4.632,0.0475,130.121,4,3965,1.0,2.0,2.0,2.0,2.0,639.0,7mnBLXK823vNxN3UWB7Gfz,69.0,3764858.0,656,10,210,3,65.11111111111111,70.0,0
3967,Wild Child,Dropout Boogie,The Black Keys,2022-05-13,164866,70,0.68,0.017,0.639,5.09e-06,0.0398,-6.233,0.0278,106.991,4,154,1.0,2.0,2.0,2.0,2.0,639.0,7mnBLXK823vNxN3UWB7Gfz,69.0,3764858.0,656,10,70,1,65.11111111111111,65.11111111111111,1
3968,Howlin' for You,Brothers,The Black Keys,2010-05-18,191800,67,0.705,0.028,0.735,0.0783,0.112,-6.646,0.0931,132.627,4,4532,1.0,2.0,2.0,2.0,2.0,639.0,7mnBLXK823vNxN3UWB7Gfz,69.0,3764858.0,656,10,130,2,65.44444444444444,63.0,0
3969,Little Black Submarines,El Camino,The Black Keys,2011-12-06,251266,66,0.365,0.161,0.466,6.68e-06,0.106,-7.5139999999999985,0.0418,95.163,4,3965,1.0,2.0,2.0,2.0,2.0,639.0,7mnBLXK823vNxN3UWB7Gfz,69.0,3764858.0,656,10,210,3,65.55555555555556,72.0,0
3970,Tighten Up,Brothers,The Black Keys,2010-05-18,211080,63,0.504,0.00121,0.705,4.12e-06,0.453,-6.1789999999999985,0.0665,108.965,4,4532,1.0,2.0,2.0,2.0,2.0,639.0,7mnBLXK823vNxN3UWB7Gfz,69.0,3764858.0,656,10,130,2,65.88888888888889,67.0,0
3971,Your Touch,Magic Potion,The Black Keys,2006-09-12,162586,62,0.532,0.8,0.768,2.01e-05,0.377,-8.698,0.0551,116.026,4,5876,1.0,2.0,2.0,2.0,2.0,639.0,7mnBLXK823vNxN3UWB7Gfz,69.0,3764858.0,656,10,62,1,66.0,66.0,1
3972,Fever,Turn Blue,The Black Keys,2014-05-09,246306,62,0.609,0.00378,0.674,0.000302,0.129,-6.506,0.0355,127.541,4,3080,1.0,2.0,2.0,2.0,2.0,639.0,7mnBLXK823vNxN3UWB7Gfz,69.0,3764858.0,656,10,123,2,66.0,61.0,0
3973,Heavy Soul,The Big Come Up,The Black Keys,2002-05-14,128893,61,0.4320000000000001,0.53,0.617,0.005529999999999999,0.122,-3.125,0.049,98.326,4,7458,1.0,2.0,2.0,2.0,2.0,639.0,7mnBLXK823vNxN3UWB7Gfz,69.0,3764858.0,656,10,61,1,66.11111111111111,66.11111111111111,1
3974,Weight of Love,Turn Blue,The Black Keys,2014-05-09,410186,61,0.282,0.03,0.547,0.888,0.104,-8.621,0.0322,151.468,4,3080,1.0,2.0,2.0,2.0,2.0,639.0,7mnBLXK823vNxN3UWB7Gfz,69.0,3764858.0,656,10,123,2,66.11111111111111,62.0,0
3975,De Música Ligera,Originales - 20 Exitos,Soda Stereo,1983-01-01,212893,57,0.542,0.00487,0.7140000000000001,0.298,0.334,-8.045,0.028,124.26,4,14531,2.0,2.0,2.0,2.0,2.0,640.0,7An4yvF7hDYDolN4m5zKBp,73.0,7246930.0,599,10,205,4,60.22222222222222,49.333333333333336,0
3976,Trátame Suavemente - Remasterizado 2007,Soda Stereo (Remastered),Soda Stereo,1984-02-06,200800,73,0.738,0.043,0.8,0.0543,0.595,-3.366,0.0283,122.858,4,14130,2.0,2.0,2.0,2.0,2.0,640.0,7An4yvF7hDYDolN4m5zKBp,73.0,7246930.0,599,10,73,1,58.44444444444444,58.44444444444444,1
3977,Cuando Pase el Temblor,Originales - 20 Exitos,Soda Stereo,1983-01-01,228853,51,0.643,0.123,0.539,0.000155,0.0542,-10.142,0.0386,94.092,4,14531,2.0,2.0,2.0,2.0,2.0,640.0,7An4yvF7hDYDolN4m5zKBp,73.0,7246930.0,599,10,205,4,60.888888888888886,51.333333333333336,0
3978,Persiana Americana,Originales - 20 Exitos,Soda Stereo,1983-01-01,290786,53,0.5820000000000001,0.149,0.915,0.0138,0.207,-6.2170000000000005,0.0418,101.061,4,14531,2.0,2.0,2.0,2.0,2.0,640.0,7An4yvF7hDYDolN4m5zKBp,73.0,7246930.0,599,10,205,4,60.666666666666664,50.666666666666664,0
3979,Nada Personal,Originales - 20 Exitos,Soda Stereo,1983-01-01,292200,44,0.752,0.589,0.915,0.0196,0.149,-5.5939999999999985,0.0515,124.337,4,14531,2.0,2.0,2.0,2.0,2.0,640.0,7An4yvF7hDYDolN4m5zKBp,73.0,7246930.0,599,10,205,4,61.666666666666664,53.666666666666664,0
3980,Te Para 3 - MTV Unplugged,Comfort Y Musica Para Volar,Soda Stereo,1996-09-01,247000,66,0.523,0.7070000000000001,0.339,0.0111,0.7090000000000001,-9.913,0.0275,115.7,3,9539,2.0,2.0,2.0,2.0,2.0,640.0,7An4yvF7hDYDolN4m5zKBp,73.0,7246930.0,599,10,192,3,59.22222222222222,63.0,0
3981,Prófugos - Remasterizado 2007,Signos (Remastered),Soda Stereo,1986-10-09,317613,65,0.551,0.00268,0.895,0.0402,0.299,-4.267,0.0391,127.221,4,13154,2.0,2.0,2.0,2.0,2.0,640.0,7An4yvF7hDYDolN4m5zKBp,73.0,7246930.0,599,10,65,1,59.333333333333336,59.333333333333336,1
3982,En La Ciudad De La Furia - Remasterizado 2007,Doble Vida (Remastered),Soda Stereo,1988-10-09,346053,64,0.611,0.0823,0.8029999999999999,0.855,0.0942,-6.022,0.0278,126.506,4,12423,2.0,2.0,2.0,2.0,2.0,640.0,7An4yvF7hDYDolN4m5zKBp,73.0,7246930.0,599,10,64,1,59.44444444444444,59.44444444444444,1
3983,En la Ciudad de la Furia - MTV Unplugged,Comfort Y Musica Para Volar,Soda Stereo,1996-09-01,522000,63,0.361,0.415,0.519,0.057,0.845,-10.02,0.0597,170.604,4,9539,2.0,2.0,2.0,2.0,2.0,640.0,7An4yvF7hDYDolN4m5zKBp,73.0,7246930.0,599,10,192,3,59.55555555555556,64.5,0
3984,Un Misil En Mi Placard - MTV Unplugged,Comfort Y Musica Para Volar,Soda Stereo,1996-09-01,274586,63,0.502,0.00223,0.782,0.00108,0.907,-7.707000000000002,0.0243,95.964,4,9539,2.0,2.0,2.0,2.0,2.0,640.0,7An4yvF7hDYDolN4m5zKBp,73.0,7246930.0,599,10,192,3,59.55555555555556,64.5,0
3985,I Took A Pill In Ibiza - Seeb Remix,"At Night, Alone.",Mike Posner,2016-05-06,197933,74,0.664,0.0353,0.7140000000000001,8.42e-06,0.0843,-6.645,0.111,101.969,4,2352,1.0,2.0,2.0,2.0,2.0,641.0,2KsP6tYLJlTBvSUxnwlVWa,69.0,1308151.0,571,9,126,2,62.125,52.0,0
3986,Cooler Than Me - Single Mix,31 Minutes to Takeoff,Mike Posner,2010-08-09,213293,77,0.768,0.179,0.82,0.0,0.6890000000000001,-4.63,0.0474,129.965,4,4449,1.0,2.0,2.0,2.0,2.0,641.0,2KsP6tYLJlTBvSUxnwlVWa,69.0,1308151.0,571,9,146,2,61.75,69.0,0
3987,Cooler Than Me (feat. Big Sean),Cooler Than Me EP,Mike Posner,2009-12-15,227840,69,0.8370000000000001,0.103,0.515,0.0,0.233,-4.065,0.0793,129.001,4,4686,1.0,2.0,2.0,2.0,2.0,641.0,2KsP6tYLJlTBvSUxnwlVWa,69.0,1308151.0,571,9,69,1,62.75,62.75,1
3988,Please Don't Go,31 Minutes to Takeoff,Mike Posner,2010-08-09,196813,69,0.6990000000000001,0.00296,0.882,0.0544,0.13,-3.896,0.0311,120.016,4,4449,1.0,2.0,2.0,2.0,2.0,641.0,2KsP6tYLJlTBvSUxnwlVWa,69.0,1308151.0,571,9,146,2,62.75,77.0,0
3989,I'm Not Dead Yet,I'm Not Dead Yet,Mike Posner,2022-09-23,178852,68,0.723,0.122,0.64,5.06e-06,0.204,-6.006,0.0389,136.034,4,21,1.0,2.0,2.0,2.0,2.0,641.0,2KsP6tYLJlTBvSUxnwlVWa,69.0,1308151.0,571,9,68,1,62.875,62.875,1
3990,I Took A Pill In Ibiza,"At Night, Alone.",Mike Posner,2016-05-06,280800,52,0.637,0.622,0.318,1.58e-06,0.125,-10.07,0.0716,74.11,4,2352,1.0,2.0,2.0,2.0,2.0,641.0,2KsP6tYLJlTBvSUxnwlVWa,69.0,1308151.0,571,9,126,2,64.875,74.0,0
3991,Bow Chicka Wow Wow (feat. Lil' Wayne),Bow Chicka Wow Wow (feat. Lil' Wayne),Mike Posner,2011-02-03,223253,55,0.626,0.318,0.67,0.0,0.0429,-5.381,0.0534,73.422,4,4271,1.0,2.0,2.0,2.0,2.0,641.0,2KsP6tYLJlTBvSUxnwlVWa,69.0,1308151.0,571,9,55,1,64.5,64.5,1
3992,Move On,A Real Good Kid,Mike Posner,2019-01-18,178400,54,0.736,0.207,0.688,0.499,0.402,-5.7360000000000015,0.0478,102.009,4,1365,1.0,2.0,2.0,2.0,2.0,641.0,2KsP6tYLJlTBvSUxnwlVWa,69.0,1308151.0,571,9,54,1,64.625,64.625,1
3993,I Took A Pill In Ibiza - Seeb Remix,House Parties,Various Artists,2020-05-29,239600,53,0.722,0.0227,0.5760000000000001,7.18e-05,0.103,-9.504,0.0691,102.007,4,868,3.0,3.0,3.0,2.0,2.0,114.0,1ZwdS5xdxEREPySFridCfh,79.0,13974503.0,2481,37,53,1,67.44444444444444,67.44444444444444,1
3994,Smoke & Drive,A Matter Of Time,Mike Posner,2009-02-28,210677,53,0.599,0.012,0.598,0.0,0.214,-4.885,0.114,86.895,4,4976,1.0,2.0,2.0,2.0,2.0,641.0,2KsP6tYLJlTBvSUxnwlVWa,69.0,1308151.0,571,9,53,1,64.75,64.75,1
3995,exile (feat. Bon Iver),folklore,Taylor Swift,2020-07-24,285634,81,0.298,0.778,0.38,5.62e-05,0.11,-8.426,0.0287,75.602,4,812,1.0,2.0,2.0,2.0,2.0,10.0,06HL4z0CvFAxyc27GXpf02,100.0,62572904.0,1218,15,251,3,81.21428571428571,85.0,0
3996,Rosyln,The Twilight Saga: New Moon (Original Motion Picture Soundtrack),Various Artists,2009-10-09,289560,78,0.329,0.971,0.277,0.024,0.0971,-13.111,0.0302,159.719,3,4753,3.0,3.0,3.0,2.0,2.0,114.0,1ZwdS5xdxEREPySFridCfh,79.0,13974503.0,2481,37,78,1,66.75,66.75,1
3997,Skinny Love,"For Emma, Forever Ago",Bon Iver,2008-02-19,238520,73,0.5920000000000001,0.845,0.263,5.68e-06,0.127,-14.029000000000002,0.0568,76.366,4,5351,2.0,2.0,2.0,2.0,2.0,642.0,4LEiUm1SRbFMgfqnQTwUbQ,75.0,3308484.0,473,7,202,3,66.66666666666667,64.5,0
3998,Beach Baby,Blood Bank,Bon Iver,2009-01-20,160093,73,0.669,0.983,0.0809,0.41,0.114,-17.282,0.0365,114.355,3,5015,2.0,2.0,2.0,2.0,2.0,642.0,4LEiUm1SRbFMgfqnQTwUbQ,75.0,3308484.0,473,7,139,2,66.66666666666667,66.0,0
3999,evermore (feat. Bon Iver),evermore,Taylor Swift,2020-12-10,304106,62,0.395,0.937,0.27,0.00249,0.111,-10.672,0.0309,120.94,5,673,1.0,2.0,2.0,2.0,2.0,10.0,06HL4z0CvFAxyc27GXpf02,100.0,62572904.0,1218,15,62,1,82.57142857142857,82.57142857142857,1
4000,Holocene,Bon Iver (10th Anniversary Edition),Bon Iver,2022-03-25,336613,67,0.374,0.943,0.304,0.298,0.126,-14.52,0.0302,147.969,4,203,2.0,2.0,2.0,2.0,2.0,642.0,4LEiUm1SRbFMgfqnQTwUbQ,75.0,3308484.0,473,7,67,1,67.66666666666667,67.66666666666667,1
4001,Blood Bank,Blood Bank,Bon Iver,2009-01-20,285160,66,0.493,0.964,0.3720000000000001,0.0308,0.117,-11.889,0.0331,116.86,4,5015,2.0,2.0,2.0,2.0,2.0,642.0,4LEiUm1SRbFMgfqnQTwUbQ,75.0,3308484.0,473,7,139,2,67.83333333333333,73.0,0
4002,Wash.,Bon Iver,Bon Iver,2011-06-21,298586,65,0.31,0.99,0.146,0.261,0.076,-19.278,0.0303,162.83100000000005,3,4133,2.0,2.0,2.0,2.0,2.0,642.0,4LEiUm1SRbFMgfqnQTwUbQ,75.0,3308484.0,473,7,65,1,68.0,68.0,1
4003,Re: Stacks,"For Emma, Forever Ago",Bon Iver,2008-02-19,401413,65,0.6759999999999999,0.979,0.0812,0.416,0.118,-22.846,0.0398,125.075,4,5351,2.0,2.0,2.0,2.0,2.0,642.0,4LEiUm1SRbFMgfqnQTwUbQ,75.0,3308484.0,473,7,202,3,68.0,68.5,0
4004,Flume,"For Emma, Forever Ago",Bon Iver,2008-02-19,219000,64,0.448,0.929,0.14300000000000002,0.0356,0.109,-17.012,0.0328,132.829,4,5351,2.0,2.0,2.0,2.0,2.0,642.0,4LEiUm1SRbFMgfqnQTwUbQ,75.0,3308484.0,473,7,202,3,68.16666666666667,69.0,0
4005,Abrázame Muy Fuerte,Abrázame Muy Fuerte,Juan Gabriel,2000-12-12,239426,74,0.515,0.6890000000000001,0.387,0.0,0.126,-7.343,0.0567,135.739,4,7976,2.0,2.0,2.0,2.0,2.0,643.0,2MRBDr0crHWE5JwPceFncq,74.0,7170400.0,671,10,74,1,66.33333333333333,66.33333333333333,1
4006,¿Por Qué Me Haces Llorar?,Juan Gabriel,Juan Gabriel,2010-01-01,182880,73,0.647,0.0374,0.477,9.54e-06,0.127,-8.157,0.0342,112.041,4,4669,2.0,2.0,2.0,2.0,2.0,643.0,2MRBDr0crHWE5JwPceFncq,74.0,7170400.0,671,10,73,1,66.44444444444444,66.44444444444444,1
4007,Hasta Que Te Conocí,Pensamientos,Juan Gabriel,1986-11-21,435493,69,0.322,0.609,0.214,0.0,0.161,-15.949000000000002,0.0345,172.395,4,13111,2.0,2.0,2.0,2.0,2.0,643.0,2MRBDr0crHWE5JwPceFncq,74.0,7170400.0,671,10,133,2,66.88888888888889,64.0,0
4008,Ya Lo Sé Que Tú Te Vas,Cosas De Enamorados,Juan Gabriel,1982-05-25,222946,67,0.394,0.63,0.276,0.0016699999999999998,0.189,-13.785,0.0378,170.50799999999995,4,14752,2.0,2.0,2.0,2.0,2.0,643.0,2MRBDr0crHWE5JwPceFncq,74.0,7170400.0,671,10,67,1,67.11111111111111,67.11111111111111,1
4009,Caray,Todo,Juan Gabriel,1981-01-01,229040,67,0.506,0.6729999999999999,0.485,0.0,0.152,-12.083,0.04,207.081,4,15261,2.0,2.0,2.0,2.0,2.0,643.0,2MRBDr0crHWE5JwPceFncq,74.0,7170400.0,671,10,131,2,67.11111111111111,64.0,0
4010,Así Fue - En Vivo,Celebrando 25 Años De Juan Gabriel En El Palacio De Bellas Artes,Juan Gabriel,1998-01-11,444533,65,0.5770000000000001,0.0337,0.674,3.26e-05,0.966,-7.734,0.0412,105.708,4,9042,2.0,2.0,2.0,2.0,2.0,643.0,2MRBDr0crHWE5JwPceFncq,74.0,7170400.0,671,10,65,1,67.33333333333333,67.33333333333333,1
4011,Querida,Recuerdos II,Juan Gabriel,1984-01-11,328320,64,0.528,0.376,0.383,0.0,0.11,-11.17,0.0258,89.089,4,14156,2.0,2.0,2.0,2.0,2.0,643.0,2MRBDr0crHWE5JwPceFncq,74.0,7170400.0,671,10,64,1,67.44444444444444,67.44444444444444,1
4012,Siempre en Mi Mente,Siempre En Mi Mente,Juan Gabriel,1978-01-26,205866,64,0.394,0.0621,0.452,0.000115,0.471,-9.307,0.0261,73.984,4,16332,2.0,2.0,2.0,2.0,2.0,643.0,2MRBDr0crHWE5JwPceFncq,74.0,7170400.0,671,10,64,1,67.44444444444444,67.44444444444444,1
4013,La Farsante,Todo,Juan Gabriel,1981-01-01,175400,64,0.512,0.7,0.28600000000000003,0.0,0.0615,-11.757,0.0664,97.724,4,15261,2.0,2.0,2.0,2.0,2.0,643.0,2MRBDr0crHWE5JwPceFncq,74.0,7170400.0,671,10,131,2,67.44444444444444,67.0,0
4014,Te Lo Pido por Favor,Pensamientos,Juan Gabriel,1986-11-21,218706,64,0.636,0.478,0.272,0.0,0.185,-13.787,0.0267,89.595,4,13111,2.0,2.0,2.0,2.0,2.0,643.0,2MRBDr0crHWE5JwPceFncq,74.0,7170400.0,671,10,133,2,67.44444444444444,69.0,0
4015,Belly Dancer,Belly Dancer,Imanbek,2022-02-18,151475,88,0.845,0.0582,0.797,5.57e-06,0.16699999999999998,-4.984,0.139,121.985,4,238,3.0,3.0,3.0,2.0,2.0,644.0,5rGrDvrLOV2VV8SCFVGWlj,75.0,166361.0,411,6,88,1,64.6,64.6,1
4016,Roses - Imanbek Remix,While The World Was Burning,SAINt JHN,2020-11-20,176867,68,0.769,0.0143,0.7190000000000001,0.00777,0.359,-5.472,0.0474,121.955,4,693,1.0,3.0,2.0,2.0,2.0,645.0,0H39MdGGX6dbnnQPt6NQkZ,69.0,900997.0,581,9,68,1,64.125,64.125,1
4017,Goodbye,Goodbye,Imanbek,2020-12-18,144000,71,0.741,0.0225,0.931,0.000102,0.191,-3.447,0.0563,125.011,4,665,3.0,3.0,3.0,2.0,2.0,644.0,5rGrDvrLOV2VV8SCFVGWlj,75.0,166361.0,411,6,71,1,68.0,68.0,1
4018,Love Again - Imanbek Remix,Love Again (Imanbek Remix),Dua Lipa,2021-10-01,214000,69,0.7170000000000001,0.00262,0.91,0.00194,0.0589,-3.39,0.0554,119.999,4,378,3.0,3.0,3.0,2.0,2.0,35.0,6M2wZ9GZgrQXHCFfjv46we,87.0,37295363.0,483,6,69,1,82.8,82.8,1
4019,Belly Dancer - LUM!X Remix,Belly Dancer (LUM!X Remix),Imanbek,2022-08-05,134285,69,0.7340000000000001,0.0349,0.8390000000000001,0.00013700000000000002,0.248,-5.655,0.0856,126.019,4,70,3.0,3.0,3.0,2.0,2.0,644.0,5rGrDvrLOV2VV8SCFVGWlj,75.0,166361.0,411,6,69,1,68.4,68.4,1
4020,The Best Part of Life (Imanbek Remix),The Best Part of Life (Imanbek Remix),SAINt JHN,2022-05-06,198979,68,0.759,0.00571,0.9,5.13e-05,0.294,-1.999,0.0419,127.999,4,161,1.0,3.0,2.0,2.0,2.0,645.0,0H39MdGGX6dbnnQPt6NQkZ,69.0,900997.0,581,9,68,1,64.125,64.125,1
4021,Ocean Of Tears,Ocean Of Tears,Imanbek,2022-08-26,184462,66,0.726,0.111,0.823,0.00193,0.0813,-6.789,0.0571,120.99,4,49,3.0,3.0,3.0,2.0,2.0,644.0,5rGrDvrLOV2VV8SCFVGWlj,75.0,166361.0,411,6,66,1,69.0,69.0,1
4022,Dancing On Dangerous,Dancing On Dangerous,Imanbek,2021-04-09,123428,55,0.6559999999999999,0.208,0.861,2.84e-06,0.119,-2.695,0.0523,105.057,4,553,3.0,3.0,3.0,2.0,2.0,644.0,5rGrDvrLOV2VV8SCFVGWlj,75.0,166361.0,411,6,55,1,71.2,71.2,1
4023,I'm Just Feelin' (Du Du Du),I'm Just Feelin' (Du Du Du),Imanbek,2020-05-01,164884,62,0.736,0.179,0.657,4.29e-06,0.118,-7.512,0.0668,115.989,4,896,3.0,3.0,3.0,2.0,2.0,644.0,5rGrDvrLOV2VV8SCFVGWlj,75.0,166361.0,411,6,62,1,69.8,69.8,1
4024,Freak On a Leash,Follow The Leader,Korn,1998-08-18,255733,77,0.353,2.23e-05,0.898,0.105,0.39,-5.877000000000002,0.052000000000000005,103.293,4,8823,3.0,3.0,3.0,2.0,2.0,646.0,3RNrq3jvMZxD9ZyoOZbQOD,73.0,5808342.0,683,10,149,2,67.33333333333333,72.0,0
4025,Coming Undone,See You On the Other Side,Korn,2005-12-06,199773,75,0.687,0.000643,0.677,0.00013700000000000002,0.0564,-4.172,0.0508,75.05199999999998,4,6156,3.0,3.0,3.0,2.0,2.0,646.0,3RNrq3jvMZxD9ZyoOZbQOD,73.0,5808342.0,683,10,145,2,67.55555555555556,70.0,0
4026,Falling Away from Me,Issues,Korn,1999-11-09,270920,73,0.468,0.00014,0.769,0.00124,0.271,-7.0360000000000005,0.041,104.102,4,8375,3.0,3.0,3.0,2.0,2.0,646.0,3RNrq3jvMZxD9ZyoOZbQOD,73.0,5808342.0,683,10,73,1,67.77777777777777,67.77777777777777,1
4027,Got the Life,Follow The Leader,Korn,1998-08-18,225306,72,0.501,1.88e-05,0.905,0.765,0.383,-5.721,0.0518,123.277,4,8823,3.0,3.0,3.0,2.0,2.0,646.0,3RNrq3jvMZxD9ZyoOZbQOD,73.0,5808342.0,683,10,149,2,67.88888888888889,77.0,0
4028,Twisted Transistor,See You On the Other Side,Korn,2005-12-06,188933,70,0.581,0.00043,0.983,0.006540000000000001,0.0806,-3.2910000000000004,0.0636,110.038,4,6156,3.0,3.0,3.0,2.0,2.0,646.0,3RNrq3jvMZxD9ZyoOZbQOD,73.0,5808342.0,683,10,145,2,68.11111111111111,75.0,0
4029,Blind - Live at CBGB,Live & Rare,Korn,2006-04-28,252400,57,0.244,0.0008560000000000001,0.928,0.108,0.915,-4.8039999999999985,0.152,95.235,4,6013,3.0,3.0,3.0,2.0,2.0,646.0,3RNrq3jvMZxD9ZyoOZbQOD,73.0,5808342.0,683,10,57,1,69.55555555555556,69.55555555555556,1
4030,Word Up!,Word Up! (The Remixes),Korn,2004-11-16,172666,66,0.5770000000000001,2.42e-05,0.94,0.0715,0.34700000000000003,-4.439,0.0361,116.045,4,6541,3.0,3.0,3.0,2.0,2.0,646.0,3RNrq3jvMZxD9ZyoOZbQOD,73.0,5808342.0,683,10,66,1,68.55555555555556,68.55555555555556,1
4031,Y'all Want a Single,Take A Look In The Mirror,Korn,2003-11-19,197906,63,0.7559999999999999,0.0107,0.8109999999999999,0.0,0.5379999999999999,-3.685,0.0836,118.034,4,6904,3.0,3.0,3.0,2.0,2.0,646.0,3RNrq3jvMZxD9ZyoOZbQOD,73.0,5808342.0,683,10,63,1,68.88888888888889,68.88888888888889,1
4032,A.D.I.D.A.S.,Life Is Peachy,Korn,1996-10-15,153600,65,0.334,0.00406,0.898,0.0202,0.162,-6.8210000000000015,0.196,110.364,4,9495,3.0,3.0,3.0,2.0,2.0,646.0,3RNrq3jvMZxD9ZyoOZbQOD,73.0,5808342.0,683,10,65,1,68.66666666666667,68.66666666666667,1
4033,Here to Stay,Untouchables,Korn,2002-06-20,270960,65,0.564,7.81e-06,0.947,0.828,0.373,-4.998,0.0448,100.002,4,7421,3.0,3.0,3.0,2.0,2.0,646.0,3RNrq3jvMZxD9ZyoOZbQOD,73.0,5808342.0,683,10,65,1,68.66666666666667,68.66666666666667,1
4034,Strip That Down (feat. Quavo),LP1,Liam Payne,2019-12-06,202061,70,0.873,0.199,0.495,0.0,0.0805,-5.4460000000000015,0.0518,106.033,4,1043,3.0,3.0,3.0,2.0,2.0,344.0,5pUo3fmmHT8bhCyHE52hA6,65.0,9868180.0,473,8,355,6,57.57142857142857,57.0,0
4035,Sunshine - From the Motion Picture “Ron’s Gone Wrong”,Sunshine (From the Motion Picture “Ron’s Gone Wrong”),Liam Payne,2021-08-27,164000,63,0.7170000000000001,0.0504,0.735,0.0,0.132,-5.7639999999999985,0.0404,107.0,4,413,3.0,3.0,3.0,2.0,2.0,344.0,5pUo3fmmHT8bhCyHE52hA6,65.0,9868180.0,473,8,63,1,58.57142857142857,58.57142857142857,1
4036,Familiar (With J. Balvin),LP1,Liam Payne,2019-12-06,194588,55,0.6629999999999999,0.015,0.802,0.0,0.152,-4.581,0.32299999999999995,92.971,4,1043,3.0,3.0,3.0,2.0,2.0,344.0,5pUo3fmmHT8bhCyHE52hA6,65.0,9868180.0,473,8,355,6,59.714285714285715,60.0,0
4037,Get Low (with Liam Payne),Get Low (with Liam Payne),Zedd,2017-07-06,204583,58,0.718,0.027000000000000003,0.926,1.76e-05,0.0513,-3.511,0.0494,108.018,4,1926,2.0,2.0,2.0,2.0,2.0,208.0,2qxJFvFYMEDqd7ui6kSAcq,74.0,5842840.0,711,10,58,1,72.55555555555556,72.55555555555556,1
4038,Bedroom Floor,LP1,Liam Payne,2019-12-06,188233,57,0.625,0.342,0.684,6.37e-05,0.107,-7.147,0.0687,119.932,4,1043,3.0,3.0,3.0,2.0,2.0,344.0,5pUo3fmmHT8bhCyHE52hA6,65.0,9868180.0,473,8,355,6,59.42857142857143,59.6,0
4039,Strip That Down - Acoustic,Strip That Down (Acoustic),Liam Payne,2017-06-16,184475,55,0.88,0.639,0.38,0.0,0.124,-7.811,0.0605,105.982,4,1946,3.0,3.0,3.0,2.0,2.0,344.0,5pUo3fmmHT8bhCyHE52hA6,65.0,9868180.0,473,8,55,1,59.714285714285715,59.714285714285715,1
4040,Stack It Up (feat. A Boogie Wit da Hoodie),LP1,Liam Payne,2019-12-06,165710,53,0.743,0.153,0.812,0.0,0.0713,-3.069,0.132,100.05,4,1043,3.0,3.0,3.0,2.0,2.0,344.0,5pUo3fmmHT8bhCyHE52hA6,65.0,9868180.0,473,8,355,6,60.0,60.4,0
4041,Live Forever (With Cheat Codes),LP1,Liam Payne,2019-12-06,174779,54,0.69,0.213,0.6759999999999999,0.0,0.123,-6.1110000000000015,0.0335,100.023,4,1043,3.0,3.0,3.0,2.0,2.0,344.0,5pUo3fmmHT8bhCyHE52hA6,65.0,9868180.0,473,8,355,6,59.857142857142854,60.2,0
