name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,track_id,genres
Word Up!,Word Up! (The Remixes),Korn,2004-11-16,172666,66,0.577,2.42e-05,0.94,0.0715,0.347,-4.439,0.0361,116.045,4,7LoGfKBAaOl0nxhodJ1240,"['alternative metal', 'funk metal', 'nu metal', 'rap metal']"
Y'all Want a Single,Take A Look In The Mirror,Korn,2003-11-19,197906,63,0.756,0.0107,0.811,0.0,0.538,-3.685,0.0836,118.034,4,2WSWm0zlL3CJRACHS5KXbB,"['alternative metal', 'funk metal', 'nu metal', 'rap metal']"
A.D.I.D.A.S.,Life Is Peachy,Korn,1996-10-15,153600,65,0.334,0.00406,0.898,0.0202,0.162,-6.821,0.196,110.364,4,0xgsyoVvRFSYvV5cdtYhX1,"['alternative metal', 'funk metal', 'nu metal', 'rap metal']"
Here to Stay,Untouchables,Korn,2002-06-20,270960,65,0.564,7.81e-06,0.947,0.828,0.373,-4.998,0.0448,100.002,4,5NHTtXGCdO7ul16xr0q93w,"['alternative metal', 'funk metal', 'nu metal', 'rap metal']"
Strip That Down (feat. Quavo),LP1,Liam Payne,2019-12-06,202061,70,0.873,0.199,0.495,0.0,0.0805,-5.446,0.0518,106.033,4,29JrmE89KgRyCxBIzq2Ocw,"['dance pop', 'pop', 'post-teen pop']"
Sunshine - From the Motion Picture “Ron’s Gone Wrong”,Sunshine (From the Motion Picture “Ron’s Gone Wrong”),Liam Payne,2021-08-27,164000,63,0.717,0.0504,0.735,0.0,0.132,-5.764,0.0404,107.0,4,48oN0dm8zwleoUvuLBqIOp,"['dance pop', 'pop', 'post-teen pop']"
Familiar (With J. Balvin),LP1,Liam Payne,2019-12-06,194588,55,0.663,0.015,0.802,0.0,0.152,-4.581,0.323,92.971,4,3o5GtsTSrYQ9AwLvWo2F3X,"['dance pop', 'pop', 'post-teen pop']"
Get Low (with Liam Payne),Get Low (with Liam Payne),Zedd,2017-07-06,204583,58,0.718,0.027,0.926,1.76e-05,0.0513,-3.511,0.0494,108.018,4,2syQ0f4SAQdzvlAewPl1DJ,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house']"
Bedroom Floor,LP1,Liam Payne,2019-12-06,188233,57,0.625,0.342,0.684,6.37e-05,0.107,-7.147,0.0687,119.932,4,2Xbvn1LoF0FpsW66SWieyZ,"['dance pop', 'pop', 'post-teen pop']"
Strip That Down - Acoustic,Strip That Down (Acoustic),Liam Payne,2017-06-16,184475,55,0.88,0.639,0.38,0.0,0.124,-7.811,0.0605,105.982,4,1Ddj6nkhUP3lHpLvDqPsvC,"['dance pop', 'pop', 'post-teen pop']"
Stack It Up (feat. A Boogie Wit da Hoodie),LP1,Liam Payne,2019-12-06,165710,53,0.743,0.153,0.812,0.0,0.0713,-3.069,0.132,100.05,4,1xU2QZ40MY4Ex2pfczZa9U,"['dance pop', 'pop', 'post-teen pop']"
Live Forever (With Cheat Codes),LP1,Liam Payne,2019-12-06,174779,54,0.69,0.213,0.676,0.0,0.123,-6.111,0.0335,100.023,4,3aQGknD9CVAtpQFh6Qtalq,"['dance pop', 'pop', 'post-teen pop']"
Soltera - Remix,Épico,Lunay,2019-10-25,266086,76,0.795,0.361,0.783,0.0,0.437,-4.271,0.0432,92.01,4,4t9a07PAghtQMRAIP9FQ7Z,"['latin hip hop', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']"
Aventura,Épico,Lunay,2019-10-25,217129,70,0.729,0.223,0.726,0.0,0.101,-3.208,0.0422,92.025,4,37zdqI4r1gswIzczSBkRon,"['latin hip hop', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']"
Condado,Condado,Chris Jedi,2022-09-09,232813,69,0.804,0.166,0.825,3.48e-06,0.116,-3.596,0.0585,92.02,4,4C8QCrEqxlZ6esLR2Ws3Qh,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']"
La Cama - Remix,La Cama (Remix),Lunay,2020-03-27,330240,68,0.737,0.12,0.832,0.0,0.255,-2.622,0.0798,173.986,4,2tGENA8xef0wABdHvyXwv9,"['latin hip hop', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']"
TODO O NADA,El Niño,Lunay,2021-05-21,208000,67,0.781,0.232,0.67,2.01e-06,0.104,-2.588,0.0484,177.957,4,2zdHRQTOBDk8mM8xBzziFh,"['latin hip hop', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']"
Only Fans - Remix,Only Fans (Remix),Young Martino,2020-10-23,422576,64,0.722,0.422,0.745,0.0,0.191,-5.559,0.345,163.012,4,1QaCsLoKEWVujL3owyyei4,"['reggaeton flow', 'trap latino']"
A Solas - Remix,Épico,Lunay,2019-10-25,273198,64,0.62,0.66,0.744,5.8e-06,0.141,-2.576,0.142,180.014,4,1fXEkSum1vbTa3w0yvYzYW,"['latin hip hop', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']"
Riders on the Storm,L.A. Woman,The Doors,1971-04-19,434720,74,0.55,0.25,0.722,0.0129,0.11,-11.729,0.0283,103.886,4,14XWXWv5FoCbFzLksawpEe,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']"
People Are Strange,Strange Days,The Doors,1967-09-25,130173,73,0.699,0.685,0.467,0.0,0.315,-8.578,0.0375,119.287,4,1Jmqubf9kGkWeYQXQKImL5,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']"
Break on Through (To the Other Side),The Doors,The Doors,1967-01-04,145866,73,0.421,0.2,0.751,0.0,0.17,-9.584,0.0472,89.839,4,6ToM0uwxtPKo9CMpbPGYvM,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']"
Light My Fire,The Doors,The Doors,1967-01-04,429760,71,0.413,0.369,0.725,2.16e-05,0.0905,-5.787,0.0324,124.618,4,5uvosCdMlFdTXhoazkTI5R,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']"
Roadhouse Blues,Morrison Hotel,The Doors,1970-02-09,243826,71,0.623,0.336,0.633,4.6e-05,0.147,-8.212,0.0304,121.119,4,1Q5kgpp4pmyGqPwNBzkSrw,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']"
Peace Frog,Morrison Hotel,The Doors,1970-02-09,170132,67,0.641,0.16,0.725,0.00321,0.648,-7.376,0.039,112.529,4,5piJiL6aRhvrKBa9YuEfS9,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']"
L.A. Woman,L.A. Woman,The Doors,1971-04-19,471160,66,0.354,0.0812,0.731,0.00124,0.115,-9.178,0.0382,170.633,4,6DmfWj5kOa1fX8AwN9byOn,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']"
Touch Me,The Soft Parade,The Doors,1969-07-21,190253,66,0.425,0.405,0.903,0.0128,0.117,-4.801,0.0732,108.748,4,4BVE5tIIpYabZcYCbephNW,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']"
Love Her Madly,L.A. Woman,The Doors,1971-04-19,198466,66,0.565,0.0573,0.587,0.00493,0.0416,-7.393,0.0317,147.462,4,3MFFDRC4wTN9JNGtzXsZlN,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']"
Love Me Two Times,Strange Days,The Doors,1967-09-25,195106,66,0.684,0.332,0.698,5.16e-06,0.122,-6.219,0.041,132.846,4,67HxeUADW4H3ERfaPW59ma,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']"
Reckless,Reckless,Madison Beer,2021-06-04,203384,80,0.386,0.807,0.426,0.0,0.14,-6.642,0.0363,180.104,3,5ajjAnNRh8bxFvaVHzpPjh,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
VILLAIN,ALL OUT,K/DA,2020-11-06,199125,75,0.653,0.0232,0.634,0.0,0.0908,-5.875,0.0391,160.013,4,3QSjVPObHxuAJc3E5nrjRn,['k-pop girl group']
POP/STARS,POP/STARS,K/DA,2018-11-03,191100,73,0.566,0.0183,0.769,0.0,0.108,-4.342,0.0872,170.036,4,5sbooPcNgIE22DwO0VNGUJ,['k-pop girl group']
MORE,MORE,K/DA,2020-10-28,217088,73,0.66,0.00257,0.787,0.0,0.323,-4.592,0.032,142.018,4,29YW2xXlo6Pc6M0SBTCXYN,['k-pop girl group']
Dangerous,Dangerous,Madison Beer,2022-08-26,227839,69,0.351,0.874,0.355,6.29e-06,0.0997,-8.772,0.0286,77.248,3,1MX19fnaW1OUQoglWTYaOo,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
Good In Goodbye,Life Support,Madison Beer,2021-02-26,141949,68,0.658,0.433,0.698,0.0,0.174,-5.95,0.177,139.054,4,4y3g40TWe7fCWCayJZuGvw,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
Selfish,Life Support,Madison Beer,2021-02-26,223270,67,0.375,0.627,0.461,0.0,0.386,-6.202,0.0279,75.217,4,2xbI8Vmyv3TkpTdywpPyNw,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
Baby,Life Support,Madison Beer,2021-02-26,207734,65,0.705,0.0799,0.707,0.0,0.149,-5.174,0.0534,117.974,4,5MPPttjfGap2C6j6eKcO6J,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
Carried Away (Love To Love) (with Madison Beer),Carried Away (Love To Love) (with Madison Beer),Surf Mesa,2021-02-12,182653,65,0.518,0.346,0.683,0.0,0.311,-5.295,0.0364,141.971,4,4IvuPZogXbY7LODs7qzr0W,['tropical house']
Boys Don't Cry - Single Version,Three Imaginary Boys (Deluxe Edition),The Cure,1979-05-11,157533,67,0.465,0.00486,0.841,0.0,0.109,-5.767,0.0633,168.743,4,4dneV7C1yDt9UtyxrQY375,"['new romantic', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
Friday I'm in Love,Wish,The Cure,1992-04-21,214400,70,0.526,0.000972,0.762,0.000116,0.338,-12.437,0.0342,136.203,4,263aNAQCeFSWipk896byo6,"['new romantic', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
Just like Heaven,"Kiss Me, Kiss Me, Kiss Me",The Cure,1987-05-25,212000,70,0.43,0.0271,0.971,2.16e-05,0.185,-3.845,0.0524,151.219,4,76GlO5H5RT6g7y0gev86Nk,"['new romantic', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
Close to Me - 2006 Remaster,The Head on the Door,The Cure,1985-08-26,203266,63,0.725,0.0748,0.524,0.764,0.0819,-11.121,0.116,185.134,4,7ABE6G4uQxbNtYgVrpBBPA,"['new romantic', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
In Between Days - 2006 Remaster,The Head on the Door (Deluxed Edition),The Cure,1985-08-26,177986,59,0.541,0.109,0.83,0.701,0.167,-6.246,0.0316,142.592,4,07CyrZF9eVd02zzIse7tZA,"['new romantic', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
Lovesong - 2010 Remaster,Disintegration (Deluxe Edition),The Cure,1989-05-02,209573,63,0.611,0.339,0.813,0.898,0.224,-7.689,0.0279,140.112,4,0X5C4WjQNubRysTkHOubz3,"['new romantic', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
A Forest - 2006 Remaster,Seventeen Seconds (Deluxe Edition),The Cure,1980-04-18,354933,57,0.633,0.34,0.62,0.605,0.0977,-11.271,0.0648,81.117,4,3O4TPMOgChXOerSdB5WENH,"['new romantic', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
Lullaby - 2010 Remaster,Disintegration (Deluxe Edition),The Cure,1989-05-02,249880,56,0.718,0.185,0.557,0.707,0.055,-10.679,0.0328,94.095,4,4d4oXk7O2lEhZ83ivV93li,"['new romantic', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
The Lovecats,Japanese Whispers,The Cure,1983-12-16,220093,51,0.748,0.459,0.569,1.21e-06,0.364,-12.975,0.0752,91.833,4,5rzr3lYGJiw3OXEg8imWgH,"['new romantic', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
Pictures of You - 2010 Remaster,Disintegration (Deluxe Edition),The Cure,1989-05-02,448466,58,0.484,0.00371,0.776,0.109,0.131,-6.48,0.0312,171.935,4,1tuwC1Ob5vnYZhvg3zyzJg,"['new romantic', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
Savior,Appeal To Reason,Rise Against,2008-01-01,242280,76,0.554,0.00154,0.932,0.000142,0.425,-3.424,0.0485,112.49,4,1vcxF91pWs9uNwDROuiCPB,"['chicago hardcore', 'chicago punk', 'hardcore punk', 'punk']"
Satellite,Endgame,Rise Against,2011-01-01,238573,68,0.387,0.00369,0.94,0.0,0.0759,-4.16,0.0528,134.876,4,0rzaRSujxA0bKyjJl6vHYq,"['chicago hardcore', 'chicago punk', 'hardcore punk', 'punk']"
Prayer Of The Refugee,The Sufferer & The Witness,Rise Against,2006-01-01,199386,67,0.2,0.00165,0.977,1.1e-05,0.259,-3.494,0.159,195.711,4,4OSbctVD37ycS0H3rwRm72,"['chicago hardcore', 'chicago punk', 'hardcore punk', 'punk']"
Re-Education (Through Labor),Appeal To Reason,Rise Against,2008-01-01,222453,65,0.243,0.000417,0.947,3.41e-05,0.133,-3.388,0.102,147.586,4,6c1Bdvp208X0jbLmFnWbkC,"['chicago hardcore', 'chicago punk', 'hardcore punk', 'punk']"
Hero Of War,Appeal To Reason,Rise Against,2008-01-01,253080,64,0.645,0.543,0.417,0.0,0.0982,-7.022,0.029,77.054,4,00hVU6kDP67JHurfwG2dtq,"['chicago hardcore', 'chicago punk', 'hardcore punk', 'punk']"
Give It All,Siren Song Of The Counter-Culture,Rise Against,2004-01-01,170893,57,0.582,0.000371,0.942,0.004,0.078,-3.098,0.0637,103.057,4,6TTBhxnb9NYT7cz6aLOkBy,"['chicago hardcore', 'chicago punk', 'hardcore punk', 'punk']"
Help Is On The Way,Endgame,Rise Against,2011-01-01,237480,62,0.336,0.000123,0.951,0.00108,0.0333,-3.587,0.0707,108.043,4,09jPXOz0LS0kpqmkQRaFPO,"['chicago hardcore', 'chicago punk', 'hardcore punk', 'punk']"
Under The Knife,The Sufferer & The Witness,Rise Against,2006-01-01,165173,53,0.573,0.000608,0.984,2.57e-06,0.0356,-3.846,0.0653,104.334,4,7lg0XrvUawyMBRv13zwALu,"['chicago hardcore', 'chicago punk', 'hardcore punk', 'punk']"
Make It Stop (September's Children),Endgame,Rise Against,2011-01-01,234786,60,0.407,0.000578,0.975,1.42e-05,0.112,-3.176,0.0779,154.486,4,0wHNrrefyaeVewm4NxjxrX,"['chicago hardcore', 'chicago punk', 'hardcore punk', 'punk']"
Swing Life Away,Siren Song Of The Counter-Culture,Rise Against,2004-01-01,200066,59,0.477,0.544,0.426,0.0,0.0903,-6.961,0.043,184.866,3,6GrrkiCRO3HYdgRpO4eKEL,"['chicago hardcore', 'chicago punk', 'hardcore punk', 'punk']"
8 Letters,8 Letters,Why Don't We,2018-08-31,190026,75,0.607,0.649,0.478,0.0,0.0928,-5.702,0.031,88.979,4,4zRZAmBQP8vhNPf9i9opXt,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
How Do You Love Somebody,How Do You Love Somebody,Why Don't We,2022-05-31,180065,69,0.634,0.0189,0.778,0.0,0.291,-4.135,0.0809,155.982,4,4j5gXarJqoiwh4ZIAqZcmh,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Love Back,Love Back,Why Don't We,2021-10-06,185850,67,0.611,0.026,0.744,0.0,0.176,-6.845,0.0654,105.882,4,7weX6syqklVQocpVVmDNwI,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Just Friends,Just Friends,Why Don't We,2022-05-13,155648,67,0.604,0.0143,0.716,0.0,0.272,-6.649,0.0498,127.989,4,7ppUTKvokd4vQ68TNAxuZk,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
What Am I,What Am I,Why Don't We,2019-08-23,184665,67,0.614,0.0687,0.647,0.0,0.104,-4.681,0.0524,163.862,4,1HimGOB6BjOaCQYMIF1xtU,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Grey,The Good Times and The Bad Ones,Why Don't We,2021-01-15,277694,66,0.298,0.869,0.295,0.0,0.111,-8.789,0.0318,171.361,4,0vMezqQQHkkUrYdL6mgRA2,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Fallin’ (Adrenaline),The Good Times and The Bad Ones,Why Don't We,2021-01-15,216504,66,0.606,0.0101,0.9,0.0,0.075,-4.504,0.119,133.963,4,6nfqlFOMiWthaOEa53uU0v,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Big Plans,Big Plans,Why Don't We,2019-01-17,179929,58,0.693,0.0668,0.604,0.0,0.114,-5.279,0.0427,75.014,4,448hSkxDU1sUQQauBWZVcC,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Let Me Down Easy (Lie),Let Me Down Easy (Lie),Why Don't We,2022-04-14,151414,63,0.43,0.154,0.689,0.0,0.282,-6.039,0.181,90.213,4,4w9qnwPPJRWPOw6DHhNtIc,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Call Me Maybe,Kiss (Deluxe),Carly Rae Jepsen,2012-01-01,193400,73,0.783,0.0114,0.58,2.28e-06,0.108,-6.548,0.0408,120.021,4,3TGRqZ0a2l1LRblBkJoaDx,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']"
Good Time,The Midsummer Station,Owl City,2012-01-01,205933,78,0.56,0.0239,0.872,6.98e-06,0.371,-4.269,0.14,126.05,4,1kPpge9JDLpcj15qgrPbYX,"['indietronica', 'pop', 'pop rock', 'post-teen pop']"
I Really Like You,Emotion (Deluxe Expanded Edition),Carly Rae Jepsen,2015,204763,71,0.62,0.00564,0.805,9.15e-05,0.285,-5.538,0.0417,122.062,4,2hHLbkatPwOOmrNxTiD41L,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']"
The Loneliest Time (feat. Rufus Wainwright),The Loneliest Time (feat. Rufus Wainwright),Carly Rae Jepsen,2022-10-07,274506,66,0.686,0.12,0.568,0.0,0.0991,-6.196,0.0568,122.969,4,1sV6bR42OhPi2PL7ZPHLNi,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']"
Talking to Yourself,Talking to Yourself,Carly Rae Jepsen,2022-09-16,173200,65,0.735,0.0143,0.855,0.00202,0.0852,-4.527,0.0532,124.027,4,7I7Dk8FOkZqhqZp9N2RKiP,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']"
Beach House,Beach House,Carly Rae Jepsen,2022-08-05,150004,65,0.843,0.0523,0.743,0.0,0.107,-5.882,0.057,118.003,4,7H0ya83CMmgFcOhw0UB6ow,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']"
Cut To The Feeling,Cut To The Feeling,Carly Rae Jepsen,2017-05-26,207959,65,0.71,0.0135,0.909,0.00123,0.303,-2.777,0.0639,115.001,4,6EJiVf7U0p1BBfs0qqeb1f,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']"
Run Away With Me,Emotion (Deluxe Expanded Edition),Carly Rae Jepsen,2015,251327,60,0.561,0.0168,0.7,5.43e-05,0.0592,-6.284,0.0491,119.015,4,0FS7B5o3QyvOD8eWjnbLoO,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']"
Move Me,Move Me,Lewis OfMan,2022-07-14,239266,58,0.645,0.1,0.69,0.0,0.292,-6.473,0.0365,101.166,4,4kBDDlh8PN6SRobI0uANK1,"['french indie pop', 'french indietronica', 'new french touch']"
Western Wind,Western Wind,Carly Rae Jepsen,2022-05-06,225946,58,0.631,0.247,0.826,0.000308,0.107,-6.165,0.146,90.05,4,374EKgkkuCrw0ovQPYn1vT,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']"
Bad Memories (feat. Elley Duhé & FAST BOY),Bad Memories (feat. Elley Duhé & FAST BOY),MEDUZA,2022-07-22,148629,86,0.607,0.118,0.767,0.0,0.122,-6.069,0.0474,123.998,3,3rb0tMq42WfggucPm0HHkA,"['edm', 'electro house', 'pop', 'pop dance', 'pop house', 'tropical house']"
Paradise (feat. Dermot Kennedy),Paradise,MEDUZA,2020-10-30,167903,79,0.632,0.0689,0.595,0.0,0.209,-7.644,0.0401,124.114,4,6ft4hAq6yde8jPZY2i5zLr,"['edm', 'electro house', 'pop', 'pop dance', 'pop house', 'tropical house']"
Piece Of Your Heart,Piece Of Your Heart,MEDUZA,2019-02-01,152913,77,0.677,0.0404,0.744,0.00016,0.074,-6.806,0.0295,124.08,4,1DFD5Fotzgn6yYXkYsKiGs,"['edm', 'electro house', 'pop', 'pop dance', 'pop house', 'tropical house']"
Tell Me Why - MEDUZA Remix,Tell Me Why (MEDUZA Remix),Supermode,2022-09-02,171428,71,0.561,0.087,0.928,0.894,0.332,-5.812,0.0371,125.988,4,7jrMFjEq0t09f7m3HnnWXl,['disco house']
Under Pressure,Under Pressure,MEDUZA,2022-09-23,195121,68,0.416,0.183,0.821,0.013,0.149,-7.502,0.0394,122.916,4,11IzgLRXV7Cgek3tEgGgjw,"['edm', 'electro house', 'pop', 'pop dance', 'pop house', 'tropical house']"
Bad Habits - MEDUZA Remix,Bad Habits (MEDUZA Remix),Ed Sheeran,2021-07-30,194331,68,0.609,0.0992,0.8,0.00132,0.0887,-5.102,0.0337,126.031,4,12N23tQKmfGcEO0z8ObwtM,"['pop', 'uk pop']"
Tell It To My Heart (feat. Hozier) - Tiësto Remix,Tell It To My Heart (Tiësto Remix),MEDUZA,2022-01-21,175312,60,0.632,0.00177,0.857,0.000154,0.259,-3.659,0.0504,127.963,4,4bL0sCjnM6a1rKoBIHJYxI,"['edm', 'electro house', 'pop', 'pop dance', 'pop house', 'tropical house']"
September Song,Raised Under Grey Skies (Deluxe),JP Cooper,2017-10-06,220290,72,0.614,0.054,0.615,0.0,0.0921,-6.7,0.0444,95.941,4,0zbzrhfVS9S2TszW3wLQZ7,"['dance pop', 'neo mellow', 'pop', 'tropical house']"
September Song - Guitar Acoustic,Raised Under Grey Skies (Deluxe),JP Cooper,2017-10-06,212152,68,0.593,0.355,0.394,0.0,0.121,-8.946,0.029,94.909,4,7bMkcxifc4EjIQKw49EC7h,"['dance pop', 'neo mellow', 'pop', 'tropical house']"
Sing It With Me,She,JP Cooper,2022-02-21,201198,67,0.54,0.0744,0.793,0.0,0.354,-4.379,0.0492,112.219,4,4Q6wZlZhrwVVmGhJtmGUtG,"['dance pop', 'neo mellow', 'pop', 'tropical house']"
Is It Just Me? (feat. JP Cooper),Is It Just Me?,Emily Burns,2020-12-04,203300,66,0.478,0.688,0.339,0.0,0.104,-7.355,0.0544,145.441,4,754zNJgoWQaGETFzSYVlmC,"['alt z', 'uk pop']"
Little Bit Of Love,Little Bit Of Love,JP Cooper,2020-05-08,195452,64,0.659,0.0636,0.801,0.0,0.341,-4.234,0.0435,105.991,4,78q4ESvMkPVJzHAV11LAGE,"['dance pop', 'neo mellow', 'pop', 'tropical house']"
Runaway (with Sigala and JP Cooper),Runaway (with Sigala and JP Cooper),R3HAB,2021-08-20,168196,62,0.617,0.213,0.756,0.0,0.152,-5.811,0.104,121.828,4,6tS1Fm9z3UKuLSxrinY3pC,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']"
Losing Me,Dear Happy,Gabrielle Aplin,2020-01-17,181760,60,0.66,0.236,0.407,0.0,0.109,-8.381,0.0571,133.86,4,2RFt6ZWQbr9mPhsft9u9eX,"['acoustic pop', 'neo mellow', 'neo-singer-songwriter', 'pop', 'pop rock', 'post-teen pop', 'uk pop', 'viral pop']"
Too Close,She,JP Cooper,2022-02-18,184997,62,0.642,0.117,0.734,0.0,0.104,-4.979,0.103,140.085,4,5IFCyWplye09HytIP80RCF,"['dance pop', 'neo mellow', 'pop', 'tropical house']"
Little Bit Of Love - Indian Summer Remix,Little Bit Of Love,JP Cooper,2020-06-05,205199,60,0.708,0.0133,0.758,1.04e-05,0.418,-4.453,0.0367,101.017,4,4WEojtwHd0MUF3sPz5ITAj,"['dance pop', 'neo mellow', 'pop', 'tropical house']"
J’comprends pas,Que la famille,PNL,2015-03-02,283493,74,0.373,0.228,0.523,0.0171,0.111,-9.111,0.041,104.959,4,1CxtymiucDK0AB9vgGZ6q2,"['french hip hop', 'pop urbaine']"
Deux frères,Deux frères,PNL,2019-04-05,247459,74,0.794,0.143,0.659,0.00224,0.0944,-7.063,0.0498,112.019,4,6hzi3AGB39FjxFqcjgbWs7,"['french hip hop', 'pop urbaine']"
Onizuka,Dans la légende,PNL,2016-09-16,252373,73,0.688,0.392,0.569,0.000175,0.12,-7.007,0.0375,109.041,4,4GCIYE1x1TWJCChPkpy9by,"['french hip hop', 'pop urbaine']"
Uranus,Dans la légende,PNL,2016-09-16,240186,70,0.625,0.577,0.575,0.106,0.0994,-10.557,0.074,92.028,4,0RymunZwSt0gQkZ7LNnXrx,"['french hip hop', 'pop urbaine']"
Bené,Dans la légende,PNL,2016-09-16,190066,69,0.784,0.491,0.7,0.0,0.108,-7.649,0.108,82.028,4,0vebajCQqWh9EQ5wAYguqo,"['french hip hop', 'pop urbaine']"
Naha,Dans la légende,PNL,2016-09-16,285626,68,0.609,0.231,0.517,3.62e-05,0.0777,-7.557,0.0451,120.914,4,0lkQfsTMmtDA37tjjew9n0,"['french hip hop', 'pop urbaine']"
Au DD,Deux frères,PNL,2019-04-05,247161,68,0.777,0.293,0.698,2.32e-05,0.0908,-7.706,0.0704,119.963,4,5lCxlSBFyP5g4EhVypAoOu,"['french hip hop', 'pop urbaine']"
La misère est si belle,Deux frères,PNL,2019-04-05,304524,67,0.803,0.451,0.624,0.000734,0.1,-6.764,0.0477,95.968,4,1s3XtkdfT3obSCbQVWtvX9,"['french hip hop', 'pop urbaine']"
Le monde ou rien,Le monde Chico,PNL,2015-10-30,256280,66,0.648,0.772,0.465,1.98e-06,0.287,-9.716,0.171,103.025,4,7dn6WQzScfRGpp7XdTiCj0,"['french hip hop', 'pop urbaine']"
A l'ammoniaque,Deux frères,PNL,2019-04-05,316545,66,0.592,0.4,0.371,0.000367,0.0953,-9.965,0.0437,127.966,4,1gVnckXtTdCoLwtiPPqlQS,"['french hip hop', 'pop urbaine']"
Last Resort,Infest,Papa Roach,2001-04-25,199906,81,0.589,0.000481,0.89,0.00082,0.201,-3.719,0.0603,90.598,4,5W8YXBz9MTIDyrpYaCg2Ky,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']"
Scars,Getting Away With Murder,Papa Roach,2004-01-01,208186,67,0.384,0.0948,0.921,0.0,0.168,-3.334,0.055,89.922,4,0wI7QkCcs8FUQE1OkXUIqd,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']"
Help,Crooked Teeth (Deluxe),Papa Roach,2017-05-19,214797,66,0.383,0.00085,0.9,1.94e-06,0.271,-5.42,0.134,183.96,4,6bxKECVRnkLmtpeU22Ve9p,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']"
Between Angels And Insects,Infest,Papa Roach,2001-04-25,234466,66,0.519,0.000207,0.961,0.000419,0.195,-3.214,0.0642,93.466,4,24z528iI9kZu5LbkLainjI,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']"
Last Resort (Reloaded),Last Resort (Reloaded),Papa Roach,2021-01-27,137297,66,0.639,0.00966,0.684,0.0,0.194,-5.619,0.0353,88.05,4,52KlXDEkCkgZxuMjSqzY4L,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']"
Born For Greatness,Crooked Teeth (Deluxe),Papa Roach,2017-05-19,227847,63,0.525,0.0571,0.85,0.0,0.0555,-5.469,0.0678,134.115,4,5cRPdqpWkaNmIbPi6wJDg2,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']"
